pincode,state,district,latitude,longitude,total_enrolment,total_demographic,total_biometric,spike_count,ever_influx_risk,ever_ghost_risk,mass_migration_days,max_risk_score,pincode_risk_level
680654,Kerala,Thrissur,10.33132,76.17149,9.0,103.0,162.0,4,0,0,0,30,Medium
680655,Kerala,Thrissur,10.522513,76.247585,48.0,259.0,563.0,10,0,0,0,30,Medium
680656,Kerala,Thrissur,10.54861,76.287529,12.0,64.0,28.0,3,1,0,0,30,Medium
680661,Kerala,Thrissur,10.3281944,76.2188056,21.0,164.0,370.0,9,1,0,0,50,Medium
680662,Kerala,Thrissur,10.3,76.21,46.0,432.0,967.0,9,1,0,0,50,Medium
680663,Kerala,Thrissur,10.2445556,76.2146389,59.0,225.0,702.0,13,1,0,0,50,Medium
680664,Kerala,Thrissur,10.2319167,76.1860556,59.0,350.0,1722.0,10,1,0,0,50,Medium
680665,Kerala,Thrissur,10.5020556,76.2025278,22.0,151.0,412.0,11,0,0,0,30,Medium
680666,Kerala,Thrissur,10.18,76.18,99.0,1396.0,2753.0,10,1,1,0,50,Medium
680667,Kerala,Ernakulam,10.19,76.2,25.0,138.0,166.0,5,0,1,0,30,Medium
680668,Kerala,Thrissur,10.5020556,76.2025278,54.0,316.0,1114.0,6,1,1,0,50,Medium
680669,Kerala,Thrissur,10.19,76.21,34.0,233.0,937.0,10,1,1,0,50,Medium
680670,Kerala,Thrissur,10.2732778,76.2121111,30.0,205.0,406.0,10,0,1,0,30,Medium
680671,Kerala,Thrissur,10.67,76.59,75.0,510.0,2811.0,9,1,1,0,50,Medium
680681,Kerala,Thrissur,10.34,76.15,121.0,946.0,1850.0,9,1,0,0,50,Medium
680682,Kerala,Thrissur,10.26,76.25,45.0,442.0,738.0,11,1,1,0,50,Medium
680683,Kerala,Thrissur,10.33,76.12,223.0,1198.0,2673.0,8,1,0,0,50,Medium
680684,Kerala,Thrissur,10.3711667,76.3053611,151.0,817.0,1986.0,10,1,0,0,50,Medium
680685,Kerala,Thrissur,10.2962222,76.167,51.0,588.0,789.0,14,1,0,0,50,Medium
680686,Kerala,Thrissur,10.29,76.13,73.0,428.0,1335.0,13,0,0,0,30,Medium
680687,Kerala,Thrissur,10.37,76.11,60.0,469.0,970.0,15,1,1,0,45,Medium
680688,Kerala,Thrissur,10.2860556,76.1974444,64.0,364.0,1093.0,8,1,0,0,50,Medium
680689,Kerala,Thrissur,10.3360278,76.3224722,32.0,135.0,626.0,11,1,0,0,30,Medium
680691,Kerala,Thrissur,10.2936944,76.1479444,48.0,299.0,599.0,10,1,0,0,30,Medium
680697,Kerala,Thrissur,10.31,76.31,40.0,324.0,671.0,11,0,0,0,30,Medium
680699,Kerala,Thrissur,10.37,76.4,60.0,490.0,1424.0,12,1,0,0,50,Medium
680701,Kerala,Thrissur,10.37,76.2,31.0,237.0,583.0,13,1,1,0,50,Medium
680702,Kerala,Thrissur,10.39,76.13,110.0,484.0,975.0,8,1,0,0,50,Medium
680703,Kerala,Thrissur,10.38,76.13,32.0,171.0,450.0,13,1,0,0,50,Medium
680711,Kerala,Thrissur,10.3984167,76.2199444,67.0,337.0,1145.0,11,1,0,0,50,Medium
680712,Kerala,Thrissur,10.3773333,76.2186389,38.0,233.0,740.0,13,1,0,0,50,Medium
680721,Kerala,Thrissur,10.34,76.39,121.0,705.0,2104.0,6,1,0,0,50,Medium
680722,Kerala,Thrissur,10.3328056,76.3285,35.0,327.0,707.0,8,1,0,0,50,Medium
680724,Kerala,Thrissur,10.33,76.39,57.0,652.0,1352.0,8,1,0,0,30,Medium
680731,Kerala,Thrissur,10.27,76.28,38.0,334.0,660.0,6,0,0,0,30,Medium
680732,Kerala,Thrissur,10.22,76.28,62.0,584.0,991.0,9,1,0,0,50,Medium
680733,Kerala,Thrissur,10.45,76.26,23.0,225.0,611.0,11,0,1,0,30,Medium
680734,Kerala,Thrissur,10.42,76.28,62.0,270.0,934.0,5,1,0,0,30,Medium
680741,Kerala,Thrissur,10.26,76.29,52.0,473.0,1214.0,7,1,1,0,30,Medium
680751,Kerala,Thrissur,10.509503,76.259746,62.0,545.0,2228.0,11,1,1,0,50,Medium
682001,Kerala,Ernakulam,9.965555556,76.24141667,111.0,1295.0,2010.0,6,1,0,0,50,Medium
682002,Kerala,Ernakulam,9.965638889,76.26402778,156.0,2263.0,3853.0,7,1,0,0,50,Medium
682003,Kerala,Ernakulam,9.949555556,76.27747222,1.0,5.0,8.0,1,0,0,0,30,Medium
682004,Kerala,Ernakulam,9.934527778,76.75088889,1.0,18.0,16.0,2,0,1,0,30,Medium
682005,Kerala,Ernakulam,9.935388889,76.25841667,74.0,651.0,1487.0,12,1,0,0,50,Medium
682006,Kerala,Ernakulam,9.916055556,76.27541667,336.0,2698.0,4574.0,11,1,1,1,50,Medium
682007,Kerala,Ernakulam,9.88275,76.28616667,47.0,455.0,1555.0,7,0,0,0,30,Medium
682008,Kerala,Ernakulam,9.875111111,76.2645,63.0,783.0,1944.0,9,1,0,0,50,Medium
682010,Kerala,Ernakulam,9.902055556,76.29983333,23.0,308.0,824.0,8,0,0,0,30,Medium
682011,Kerala,Ernakulam,9.971861111,76.28230556,9.0,49.0,42.0,2,1,0,0,30,Medium
682012,Kerala,Ernakulam,10.00158333,76.28205556,20.0,246.0,612.0,10,0,0,0,30,Medium
682013,Kerala,Ernakulam,9.938555556,76.29633333,30.0,175.0,547.0,11,1,0,0,50,Medium
682015,Kerala,Ernakulam,9.949527778,76.29244444,10.0,63.0,88.0,5,0,0,0,30,Medium
682016,Kerala,Ernakulam,9.985777778,76.28622222,14.0,66.0,139.0,7,0,0,0,30,Medium
682017,Kerala,Ernakulam,9.995722222,76.29205556,76.0,616.0,1528.0,10,1,1,0,50,Medium
682018,Kerala,Ernakulam,9.991416667,76.28141667,72.0,409.0,872.0,6,1,0,0,50,Medium
682019,Kerala,Ernakulam,9.966611111,76.31794444,66.0,445.0,1467.0,12,1,0,0,50,Medium
682020,Kerala,Ernakulam,9.966222222,76.29916667,59.0,491.0,1608.0,9,1,1,0,50,Medium
682021,Kerala,Ernakulam,10.02375,76.33347222,136.0,1153.0,2058.0,13,1,1,0,50,Medium
682022,Kerala,Ernakulam,9.750888889,76.36752778,14.0,129.0,128.0,8,0,0,0,30,Medium
682023,Kerala,Ernakulam,10.02311111,76.27319444,49.0,471.0,1207.0,9,1,0,0,30,Medium
682024,Kerala,Ernakulam,10.01902778,76.30430556,124.0,1230.0,2573.0,11,1,1,0,50,Medium
682025,Kerala,Ernakulam,10.00216667,76.30438889,53.0,447.0,1032.0,9,1,1,0,30,Medium
682026,Kerala,Ernakulam,10.01886111,76.02341667,65.0,482.0,1220.0,9,1,1,0,50,Medium
682027,Kerala,Ernakulam,10.03372222,76.27616667,47.0,663.0,1396.0,6,1,0,0,30,Medium
682028,Kerala,Ernakulam,9.996611111,76.31897222,47.0,625.0,1150.0,7,1,0,0,50,Medium
682029,Kerala,Ernakulam,9.939,76.2685,0.0,12.0,52.0,1,0,0,0,30,Medium
682030,Kerala,Ernakulam,10.0073941,76.3243579,205.0,1047.0,1632.0,9,1,0,0,50,Medium
682031,Kerala,Ernakulam,9.977916667,76.27777778,1.0,29.0,15.0,2,0,0,0,30,Medium
682032,Kerala,Ernakulam,9.984222222,76.31230556,34.0,217.0,634.0,10,1,0,0,30,Medium
682033,Kerala,Ernakulam,10.04055556,76.31805556,19.0,175.0,364.0,8,0,0,0,30,Medium
682034,Kerala,Ernakulam,10.0499709684082,76.2901045490784,30.0,290.0,798.0,12,1,0,0,50,Medium
682035,Kerala,Ernakulam,9.982388889,76.26930556,20.0,94.0,122.0,11,1,0,0,50,Medium
682036,Kerala,Ernakulam,9.962944444,76.29716667,6.0,100.0,182.0,7,0,0,0,30,Medium
682037,Kerala,Ernakulam,10.00816667,76.34425,36.0,317.0,459.0,10,1,1,0,50,Medium
682038,Kerala,Ernakulam,9.95075,76.33347222,13.0,162.0,329.0,7,0,0,0,30,Medium
682039,Kerala,Ernakulam,10.1102222,76.3595833,5.0,80.0,55.0,4,0,0,0,30,Medium
682040,Kerala,Ernakulam,9.928027778,76.32225,40.0,302.0,978.0,12,1,1,0,50,Medium
682041,Kerala,Ernakulam,10.033815702921284,76.29202598271443,17.0,197.0,442.0,10,0,1,0,30,Medium
682301,Kerala,Ernakulam,9.946166667,76.34827778,72.0,781.0,1561.0,8,1,1,0,50,Medium
682302,Kerala,Ernakulam,9.976305556,76.38519444,1.0,5.0,7.0,1,0,0,0,30,Medium
682303,Kerala,Ernakulam,9.9835,76.39244444,8.0,99.0,220.0,7,0,0,0,30,Medium
682304,Kerala,Ernakulam,9.937833333,76.32336111,41.0,532.0,1233.0,8,1,0,0,50,Medium
682305,Kerala,Ernakulam,9.92912999,76.3759311,78.0,557.0,1647.0,13,1,0,0,50,Medium
682306,Kerala,Ernakulam,9.9732348,76.3353497,53.0,861.0,1781.0,9,1,0,0,30,Medium
682307,Kerala,Ernakulam,9.8864564,76.374006,59.0,587.0,1882.0,8,1,1,0,50,Medium
682308,Kerala,Ernakulam,9.95031049,76.4296746,77.0,1018.0,2221.0,10,1,0,0,50,Medium
682309,Kerala,Ernakulam,10.1102222,76.3595833,20.0,194.0,603.0,9,0,0,0,30,Medium
682310,Kerala,Ernakulam,9.985194444,76.42916667,32.0,146.0,522.0,12,1,1,0,45,Medium
682311,Kerala,Ernakulam,9.970318,76.469865,29.0,448.0,1232.0,9,0,1,0,30,Medium
682312,Kerala,Ernakulam,9.758972222,76.36752778,37.0,187.0,566.0,9,0,0,0,30,Medium
682313,Kerala,Ernakulam,9.886472222,76.42955556,21.0,255.0,837.0,10,1,1,0,50,Medium
682314,Kerala,Ernakulam,9.9028771,76.3855166,62.0,790.0,1550.0,12,1,1,0,50,Medium
682315,Kerala,Ernakulam,9.8674044,76.400916,61.0,506.0,1765.0,8,1,0,0,50,Medium
682316,Kerala,Ernakulam,9.979636,76.55016,17.0,189.0,916.0,16,0,0,0,30,Medium
682317,Kerala,Ernakulam,9.857605,76.4169931,0.0,5.0,2.0,0,0,0,0,0,No Risk
682501,Kerala,Ernakulam,10.11252778,76.20186111,9.0,181.0,458.0,9,0,0,0,30,Medium
682502,Kerala,Ernakulam,10.09425,76.20680556,47.0,444.0,1286.0,9,1,0,0,50,Medium
682503,Kerala,Ernakulam,10.01927778,76.22741667,14.0,178.0,363.0,8,0,0,0,30,Medium
682504,Kerala,Ernakulam,10.01858333,76.25669444,38.0,379.0,1029.0,7,1,1,0,50,Medium
682505,Kerala,Ernakulam,10.04730556,76.21755556,33.0,522.0,851.0,5,1,1,0,50,Medium
682506,Kerala,Ernakulam,9.90719779,76.3058151,54.0,416.0,1225.0,11,0,0,0,30,Medium
682507,Kerala,Ernakulam,9.923661,76.2567579,47.0,582.0,1088.0,9,1,1,0,30,Medium
682508,Kerala,Ernakulam,10.00438889,76.23263889,55.0,785.0,1268.0,11,1,0,0,50,Medium
682509,Kerala,Ernakulam,10.05813889,76.21505556,53.0,333.0,778.0,11,1,1,0,50,Medium
682511,Kerala,Ernakulam,10.1102222,76.3595833,25.0,245.0,449.0,9,0,0,0,30,Medium
682551,Lakshadweep,Lakshadweep,10.815331,73.681487,44.0,212.0,1348.0,10,0,1,0,30,Medium
682552,Lakshadweep,Lakshadweep,11.124792,72.724956,22.0,105.0,734.0,13,1,0,0,50,Medium
682553,Lakshadweep,Lakshadweep,10.864102,72.198152,32.0,219.0,610.0,11,1,1,0,50,Medium
682554,Lakshadweep,Lakshadweep,11.598982,72.186846,8.0,45.0,99.0,4,0,0,0,30,Medium
682556,Lakshadweep,Lakshadweep,11.227927,72.778605,14.0,105.0,408.0,8,0,1,0,30,Medium
682557,Lakshadweep,Lakshadweep,10.067286,73.64425,28.0,104.0,375.0,9,1,0,0,50,Medium
682558,Lakshadweep,Lakshadweep,11.486575,73.0065,25.0,88.0,237.0,9,0,0,0,30,Medium
682559,Lakshadweep,Lakshadweep,8.274767,73.049009,31.0,114.0,679.0,14,1,0,0,50,Medium
683101,Kerala,Ernakulam,10.089871,76.362,83.0,1085.0,1964.0,6,1,0,0,50,Medium
683102,Kerala,Ernakulam,10.122926,76.335609,56.0,588.0,1307.0,9,1,1,0,50,Medium
683104,Kerala,Ernakulam,10.8505159,76.2710832,40.0,212.0,520.0,11,1,1,0,50,Medium
683105,Kerala,Ernakulam,10.119974,76.385914,90.0,1039.0,1963.0,5,1,0,0,50,Medium
683106,Kerala,Ernakulam,10.084917,76.347613,56.0,477.0,1269.0,9,1,0,0,50,Medium
683108,Kerala,Ernakulam,10.10172,76.344471,28.0,258.0,697.0,5,1,0,0,50,Medium
683110,Kerala,Ernakulam,10.090574,76.31829,53.0,667.0,1459.0,9,1,0,0,50,Medium
683111,Kerala,Ernakulam,10.155737,76.389564,0.0,4.0,0.0,0,0,0,0,0,No Risk
683112,Kerala,Ernakulam,10.085175,76.389718,57.0,585.0,1082.0,10,1,0,0,30,Medium
683501,Kerala,Ernakulam,10.0741058,76.2998718,58.0,698.0,1258.0,8,1,0,0,30,Medium
683502,Kerala,Ernakulam,10.0892609,76.3025801,6.0,31.0,31.0,2,0,1,0,30,Medium
683503,Kerala,Ernakulam,10.04308333,76.32858333,25.0,182.0,499.0,7,0,0,0,30,Medium
683511,Kerala,Ernakulam,11.1654857,75.9334297,120.0,1102.0,2574.0,8,1,0,0,50,Medium
683512,Kerala,Ernakulam,10.172748,76.235921,46.0,294.0,752.0,8,0,0,0,30,Medium
683513,Kerala,Ernakulam,10.1362679,76.2306262,113.0,802.0,2578.0,10,1,1,0,50,Medium
683514,Kerala,Ernakulam,10.138916,76.193816,67.0,351.0,1053.0,7,1,0,0,50,Medium
683515,Kerala,Ernakulam,10.17283,76.176726,36.0,230.0,906.0,10,1,0,0,50,Medium
683516,Kerala,Ernakulam,10.1817363,76.18505639999998,60.0,541.0,1104.0,11,1,0,0,50,Medium
683517,Kerala,Ernakulam,10.0695411,76.27969349999998,79.0,418.0,1691.0,12,1,1,0,50,Medium
683518,Kerala,Ernakulam,10.1043969,76.27867089999998,43.0,459.0,1188.0,8,1,0,0,50,Medium
683519,Kerala,Ernakulam,10.1193299,76.2465119,36.0,270.0,914.0,6,1,0,0,50,Medium
683520,Kerala,Ernakulam,10.1508711,76.2653964,96.0,756.0,1609.0,9,1,1,0,50,Medium
683521,Kerala,Ernakulam,10.178611,76.224967,12.0,68.0,93.0,6,0,0,0,30,Medium
683522,Kerala,Ernakulam,10.1668619,76.19253569999998,39.0,270.0,1060.0,9,1,0,0,30,Medium
683541,Kerala,Ernakulam,10.053964794695045,76.53077904896911,56.0,489.0,1374.0,10,1,0,0,30,Medium
683542,Kerala,Ernakulam,10.115367,76.47652,39.0,356.0,716.0,7,1,0,0,30,Medium
683543,Kerala,Ernakulam,10.132032,76.463775,14.0,263.0,378.0,7,0,0,0,30,Medium
683544,Kerala,Ernakulam,10.129134,76.496949,103.0,871.0,1906.0,10,1,0,0,50,Medium
683545,Kerala,Ernakulam,10.06607,76.546972,74.0,668.0,1683.0,7,1,0,0,30,Medium
683546,Kerala,Ernakulam,10.14376,76.509409,38.0,518.0,1359.0,7,1,0,0,50,Medium
683547,Kerala,Ernakulam,10.117267,76.443558,83.0,835.0,1329.0,11,1,0,0,50,Medium
683548,Kerala,Ernakulam,10.116,76.4958,7.0,25.0,10.0,0,0,0,0,0,No Risk
683549,Kerala,Ernakulam,10.095081,76.556093,23.0,176.0,553.0,8,1,0,0,30,Medium
683550,Kerala,Ernakulam,10.09216241,76.2652328,46.0,264.0,530.0,5,1,1,0,50,Medium
683556,Kerala,Ernakulam,10.097534,76.47424,136.0,1383.0,2199.0,12,1,0,0,50,Medium
683561,Kerala,Ernakulam,10.072341,76.380822,132.0,1181.0,2180.0,7,1,1,0,50,Medium
683562,Kerala,Ernakulam,10.035869,76.40843,79.0,448.0,1250.0,10,1,0,0,50,Medium
683563,Kerala,Ernakulam,10.067691,76.363909,45.0,388.0,712.0,8,0,0,0,30,Medium
683565,Kerala,Ernakulam,10.024841,76.403682,76.0,608.0,1199.0,12,1,1,0,50,Medium
683571,Kerala,Ernakulam,10.127015,76.387578,27.0,244.0,731.0,10,0,1,0,30,Medium
683572,Kerala,Ernakulam,9.728,76.7063,102.0,1142.0,3021.0,7,1,1,0,50,Medium
683573,Kerala,Ernakulam,10.177185,76.377443,4.0,82.0,343.0,9,0,0,0,30,Medium
683574,Kerala,Ernakulam,10.194448,76.430938,108.0,1000.0,2741.0,15,1,0,0,50,Medium
683575,Kerala,Ernakulam,10.155233,76.415157,32.0,359.0,690.0,8,0,1,0,30,Medium
683576,Kerala,Ernakulam,10.258822,76.4030305,74.0,416.0,1308.0,9,1,0,0,50,Medium
683577,Kerala,Ernakulam,10.2837818,76.41988709999998,38.0,308.0,1322.0,10,1,0,0,50,Medium
683578,Kerala,Ernakulam,10.1553335,76.29563919999998,59.0,385.0,1803.0,8,1,0,0,50,Medium
683579,Kerala,Ernakulam,10.1910216,76.32412689999998,42.0,403.0,1130.0,10,1,0,0,50,Medium
683580,Kerala,Ernakulam,10.136853,76.406827,45.0,345.0,964.0,9,1,0,0,30,Medium
683581,Kerala,Ernakulam,10.2582368,76.5246302,67.0,375.0,1327.0,12,1,0,0,50,Medium
683585,Kerala,Ernakulam,10.156969,76.35466,25.0,146.0,697.0,9,1,1,0,50,Medium
683587,Kerala,Ernakulam,10.184708,76.503984,21.0,227.0,593.0,11,1,0,0,50,Medium
683589,Kerala,Ernakulam,10.162305,76.36921,26.0,133.0,699.0,13,1,1,0,30,Medium
683594,Kerala,Ernakulam,10.1745149,76.26656579999998,60.0,561.0,1136.0,6,1,0,0,50,Medium
685501,Kerala,Idukki,9.67587,76.97721,34.0,286.0,1302.0,5,1,1,0,30,Medium
685503,Kerala,Idukki,9.71329,76.92739,14.0,137.0,412.0,12,0,0,0,30,Medium
685505,Kerala,Idukki,9.66699,77.02213,30.0,342.0,943.0,9,0,1,0,30,Medium
685507,Kerala,Idukki,9.7025,77.04011,28.0,162.0,519.0,7,1,0,0,50,Medium
685508,Kerala,Idukki,9.75618,77.11177,24.0,158.0,536.0,8,0,0,0,30,Medium
685509,Kerala,Idukki,9.6088,77.1695,56.0,608.0,2025.0,8,1,0,0,50,Medium
685511,Kerala,Idukki,9.7406,77.09074,53.0,230.0,873.0,11,1,1,0,50,Medium
685512,Kerala,Idukki,9.66547,77.15951,15.0,90.0,346.0,10,0,0,0,30,Medium
685514,Kerala,Idukki,9.77371,77.12799,49.0,335.0,1296.0,6,1,0,0,50,Medium
685515,Kerala,Idukki,9.76194,77.1753,104.0,1179.0,2937.0,10,1,1,0,50,Medium
685531,Kerala,Idukki,9.57529,77.02565,42.0,288.0,874.0,5,1,0,0,30,Medium
685532,Kerala,Idukki,9.53339,76.95193,26.0,183.0,667.0,8,1,0,0,50,Medium
685533,Kerala,Idukki,9.53872,77.0678,78.0,620.0,2665.0,8,1,0,0,50,Medium
685535,Kerala,Idukki,9.66317,77.09683,16.0,187.0,526.0,7,0,1,0,30,Medium
685551,Kerala,Idukki,9.71744,77.14113,71.0,573.0,1979.0,7,1,0,0,50,Medium
685552,Kerala,Idukki,9.76557,77.21675,81.0,684.0,1698.0,7,1,0,0,30,Medium
685553,Kerala,Idukki,9.87583,77.16204,87.0,432.0,1634.0,8,1,1,0,50,Medium
685554,Kerala,Idukki,9.92581,77.15475,27.0,134.0,301.0,9,0,1,0,45,Medium
685561,Kerala,Idukki,9.99215,76.97952,103.0,1115.0,2540.0,10,1,1,0,50,Medium
685562,Kerala,Idukki,9.97875,76.98883,8.0,88.0,212.0,8,0,0,0,30,Medium
685563,Kerala,Idukki,9.97683,77.02837,17.0,157.0,552.0,13,0,1,0,30,Medium
685565,Kerala,Idukki,10.04101,77.0355,82.0,436.0,2420.0,10,1,0,0,50,Medium
685566,Kerala,Idukki,9.93691,77.1084,17.0,196.0,731.0,10,0,0,0,30,Medium
685571,Kerala,Idukki,9.93932,77.03086,36.0,141.0,712.0,9,0,0,0,30,Medium
685581,Kerala,Idukki,9.93382,76.8006,47.0,293.0,1074.0,9,0,1,0,30,Medium
685582,Kerala,Idukki,9.97579,76.74071,41.0,252.0,920.0,8,0,0,0,30,Medium
685583,Kerala,Idukki,9.88292,76.64231,30.0,154.0,568.0,9,1,1,0,30,Medium
685584,Kerala,Idukki,9.8974167,76.7154444,21.0,235.0,578.0,10,1,1,0,50,Medium
685585,Kerala,Idukki,9.89982,76.7243,70.0,459.0,1238.0,11,1,1,0,50,Medium
685586,Kerala,Idukki,9.86721,76.68321,13.0,156.0,630.0,7,1,1,0,65,High
685587,Kerala,Idukki,9.81395,76.74681,23.0,153.0,467.0,11,1,0,0,30,Medium
685588,Kerala,Idukki,9.86237,76.80135,101.0,579.0,1615.0,12,1,1,0,50,Medium
685589,Kerala,Idukki,9.753,76.86477,7.0,128.0,232.0,7,0,0,0,30,Medium
685590,Kerala,Idukki,9.81769,76.80987,23.0,212.0,531.0,14,0,1,0,30,Medium
685591,Kerala,Idukki,9.80502,76.83412,12.0,69.0,146.0,6,0,0,0,30,Medium
685595,Kerala,Idukki,9.88434,76.87499,34.0,260.0,919.0,13,1,1,0,50,Medium
685601,Kerala,Idukki,9.79261,76.88778,2.0,51.0,44.0,2,0,1,0,30,Medium
685602,Kerala,Idukki,9.89358,76.97185,38.0,323.0,1459.0,11,1,0,0,30,Medium
685603,Kerala,Idukki,9.85524,76.94761,0.0,10.0,16.0,0,0,0,0,0,No Risk
685604,Kerala,Idukki,9.90087,77.0269,52.0,219.0,1269.0,9,1,1,0,50,Medium
685605,Kerala,Idukki,9.92118,76.75704,59.0,356.0,1182.0,10,1,0,0,50,Medium
685606,Kerala,Idukki,9.93828,76.96505,48.0,375.0,1171.0,6,1,0,0,50,Medium
685607,Kerala,Idukki,10.00596,76.80678,65.0,306.0,1315.0,14,1,1,0,50,Medium
685608,Kerala,Idukki,9.90239,76.69082,48.0,397.0,1310.0,8,1,1,0,50,Medium
685609,Kerala,Idukki,9.88394,77.00665,4.0,64.0,6.0,2,0,1,0,30,Medium
685612,Kerala,Idukki,10.06365,76.99926,72.0,748.0,1650.0,7,1,0,0,50,Medium
685613,Kerala,Idukki,10.04558,77.19686,4.0,66.0,99.0,6,0,0,0,30,Medium
685614,Kerala,Idukki,10.19482,77.1251,7.0,36.0,54.0,4,0,0,0,30,Medium
685615,Kerala,Idukki,10.20245,77.25775,14.0,139.0,397.0,7,0,0,0,30,Medium
685616,Kerala,Idukki,10.11087,77.13472,6.0,54.0,91.0,5,1,0,0,50,Medium
685618,Kerala,Idukki,10.03881,77.16697,17.0,119.0,439.0,7,0,0,0,30,Medium
685619,Kerala,Idukki,9.95058,77.14044,43.0,418.0,1388.0,8,1,1,0,50,Medium
685620,Kerala,Idukki,10.21529,77.19509,19.0,266.0,1826.0,10,1,0,0,50,Medium
686001,Kerala,Kottayam,9.5869,76.5213,32.0,228.0,621.0,7,0,0,0,30,Medium
686002,Kerala,Kottayam,9.59309691417403,76.5353107452392,4.0,54.0,152.0,5,0,0,0,30,Medium
686003,Kerala,Kottayam,15.5934,76.5213,39.0,238.0,730.0,7,1,0,0,50,Medium
686004,Kerala,Kottayam,9.5869,76.5213,38.0,407.0,906.0,7,1,1,0,50,Medium
686005,Kerala,Kottayam,9.602085,76.502366,22.0,106.0,343.0,12,1,0,0,50,Medium
686006,Kerala,Kottayam,9.605192,76.52954,28.0,173.0,409.0,9,0,0,0,30,Medium
686007,Kerala,Kottayam,9.529263,76.514385,8.0,103.0,213.0,6,0,1,0,30,Medium
686008,Kerala,Kottayam,9.630919,76.505465,84.0,416.0,950.0,10,1,1,0,50,Medium
686009,Kerala,Kottayam,9.577014,76.568306,4.0,58.0,118.0,5,0,0,0,30,Medium
686010,Kerala,Kottayam,9.5906,76.5653,18.0,178.0,587.0,9,0,0,0,30,Medium
686011,Kerala,Kottayam,9.5,76.5333,48.0,492.0,1318.0,10,1,0,0,50,Medium
686012,Kerala,Kottayam,9.5446,76.5189,26.0,214.0,685.0,11,1,0,0,50,Medium
686013,Kerala,Kottayam,9.5634,76.528,47.0,238.0,578.0,9,1,1,0,50,Medium
686014,Kerala,Kottayam,9.608357,76.47752,9.0,128.0,280.0,5,0,0,0,30,Medium
686015,Kerala,Kottayam,9.611992,76.498513,27.0,163.0,439.0,12,1,0,0,50,Medium
686016,Kerala,Kottayam,15.5934,76.528,60.0,607.0,1080.0,8,1,0,0,50,Medium
686017,Kerala,Kottayam,9.619546,76.510309,28.0,199.0,347.0,10,1,0,0,50,Medium
686018,Kerala,Kottayam,9.570504,76.556867,15.0,196.0,455.0,6,0,0,0,30,Medium
686019,Kerala,Kottayam,9.5634,76.528,78.0,501.0,1797.0,12,0,0,0,30,Medium
686020,Kerala,Kottayam,9.5693,76.5263,43.0,104.0,643.0,10,1,0,0,50,Medium
686021,Kerala,Kottayam,9.541556,76.584709,11.0,110.0,315.0,6,0,1,0,30,Medium
686022,Kerala,Kottayam,9.589517,76.476451,17.0,133.0,413.0,14,1,0,0,50,Medium
686041,Kerala,Kottayam,9.616405,76.518911,23.0,95.0,139.0,10,1,0,0,50,Medium
686101,Kerala,Kottayam,9.450851,76.540082,37.0,258.0,1100.0,13,1,0,0,50,Medium
686102,Kerala,Alappuzha,9.437656,76.484202,59.0,301.0,1227.0,9,1,0,0,50,Medium
686103,Kerala,Alappuzha,9.459033,76.501021,31.0,137.0,590.0,13,0,1,0,30,Medium
686104,Kerala,Kottayam,9.458468,76.553771,41.0,169.0,1126.0,11,1,1,0,50,Medium
686105,Kerala,Kottayam,9.443455,76.582825,118.0,548.0,1766.0,8,1,1,0,50,Medium
686106,Kerala,Kottayam,9.479938,76.567293,29.0,125.0,789.0,10,1,0,0,50,Medium
686121,Kerala,Kottayam,15.5934,76.7833,73.0,795.0,1018.0,11,1,1,0,30,Medium
686122,Kerala,Kottayam,9.685411,76.779307,37.0,269.0,395.0,7,1,1,0,50,Medium
686123,Kerala,Kottayam,9.659071,76.778536,11.0,98.0,249.0,6,0,1,0,45,Medium
686141,Kerala,Kottayam,9.75008,76.39022,57.0,414.0,902.0,10,1,1,0,50,Medium
686143,Kerala,Kottayam,9.7471,76.3952,34.0,256.0,435.0,12,1,1,0,50,Medium
686144,Kerala,Kottayam,9.7471,76.3952,23.0,152.0,597.0,9,0,0,0,30,Medium
686501,Kerala,Kottayam,9.605751,76.616115,39.0,371.0,1031.0,6,1,1,0,50,Medium
686502,Kerala,Kottayam,9.594841,76.6481754,73.0,572.0,1356.0,9,1,1,0,50,Medium
686503,Kerala,Kottayam,9.604128,76.69638,55.0,374.0,867.0,11,1,1,0,50,Medium
686504,Kerala,Kottayam,9.566169,76.729926,16.0,187.0,590.0,13,0,0,0,30,Medium
686505,Kerala,Kottayam,9.554616,76.716573,2.0,26.0,29.0,2,0,0,0,30,Medium
686506,Kerala,Kottayam,9.552787,76.737682,70.0,355.0,1163.0,10,1,0,0,50,Medium
686507,Kerala,Kottayam,9.554465,76.795469,48.0,299.0,710.0,9,0,1,0,30,Medium
686508,Kerala,Kottayam,9.606087,76.777431,31.0,352.0,971.0,10,1,0,0,50,Medium
686509,Kerala,Kottayam,9.473189,76.83645,61.0,453.0,1227.0,8,1,0,0,50,Medium
686510,Kerala,Pathanamthitta,9.446947,76.890268,71.0,570.0,1619.0,7,1,0,0,50,Medium
686511,Kerala,Pathanamthitta,9.419949,76.860052,26.0,178.0,621.0,8,0,0,0,30,Medium
686512,Kerala,Kottayam,9.596049,76.850864,68.0,385.0,1058.0,8,1,0,0,50,Medium
686513,Kerala,Kottayam,9.516196,76.891988,115.0,1062.0,2384.0,9,1,0,0,50,Medium
686514,Kerala,Idukki,9.580657,76.864404,40.0,374.0,970.0,10,1,0,0,50,Medium
